item_id,dept_id,cat_id,store_id,state_id,date,sales,event_name_1
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-07,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-08,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-09,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-10,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-11,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-12,2,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-13,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-14,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-15,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-16,12,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-17,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-18,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-19,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-20,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-21,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-22,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-23,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-24,9,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-25,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-26,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-27,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-28,10,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-29,6,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-30,4,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-01,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-02,10,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-03,2,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-04,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-05,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-06,7,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-07,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-08,3,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-09,2,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-10,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-11,2,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-12,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-13,9,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-14,8,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-15,6,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-16,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-17,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-18,6,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-19,3,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-20,6,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-21,1,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-22,8,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-23,2,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-24,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-25,3,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-26,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-27,5,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-28,10,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-29,9,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-30,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-01,8,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-02,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-03,1,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-04,11,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-05,8,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-06,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-07,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-08,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-09,5,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-10,5,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-11,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-12,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-13,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-14,3,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-15,4,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-16,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-17,5,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-18,3,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-19,6,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-20,2,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-21,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-22,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-23,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-24,1,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-25,9,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-26,5,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-27,2,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-28,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-29,8,
HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-30,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-01,2,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-02,8,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-03,9,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-04,3,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-05,3,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-06,2,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-07,5,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-08,2,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-09,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-10,9,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-11,3,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-12,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-13,1,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-14,3,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-15,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-16,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-17,10,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-18,7,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-19,4,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-20,2,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-21,1,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-22,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-23,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-24,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-25,7,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-26,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-27,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-28,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-29,10,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-30,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-01,8,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-02,4,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-03,1,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-04,7,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-05,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-06,3,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-07,3,ServiceCampaign_A
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-08,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-09,3,SuperBowl
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-10,3,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-11,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-12,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-13,2,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-14,5,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-15,2,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-16,6,NPI_Launch_Q1
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-17,6,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-18,9,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-19,5,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-20,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-21,4,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-22,1,
HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-23,4,SuperBowl
